idx_original,y_pred,y_prob,V.SUM.TOTAL,P.SUM.TOTAL
2418,1,0.8293816170363102,0.0,0.0
2423,1,0.653937984163471,1.0,0.0
2430,1,0.5957955758305226,0.0,0.0
2431,1,0.8337963473198059,1.0,0.0
2433,0,0.2987124698499903,0.0,0.0
2435,0,0.4418427033906477,2.0,0.0
2436,1,0.92293904077057,0.0,0.0
2444,1,0.6060712671543371,4.0,0.0
2446,0,0.2766673713711627,0.0,0.0
2448,1,0.5769862462954308,6.0,3.0
2449,1,0.9331681411471572,1.0,0.0
2452,0,0.1629578114715467,5.0,1.0
2458,1,0.6655491763462194,0.0,0.0
2459,1,0.881878785907507,1.0,0.0
2464,1,0.8084461336713705,0.0,0.0
2470,1,0.5866796601330013,0.0,0.0
2472,0,0.272759769599821,0.0,0.0
2482,1,0.5032498551585649,0.0,0.0
2490,1,0.6754349578201699,7.0,1.0
2495,1,0.7691413952130878,0.0,0.0
2498,0,0.4244000555565322,0.0,0.0
2501,1,0.8890477393351535,5.0,1.0
2507,1,0.5175744461337136,2.0,0.0
2508,1,0.5347779556909309,1.0,0.0
2509,0,0.4529520822818272,1.0,0.0
2517,0,0.3246091953715345,1.0,2.0
2524,1,0.5720273383936415,0.0,0.0
2525,0,0.2880625970876322,2.0,0.0
2528,0,0.4388735401745792,1.0,0.0
2532,0,0.305280205036631,0.0,0.0
2534,0,0.2116854653455847,0.0,0.0
2539,0,0.2458474276115436,1.0,0.0
2541,1,0.6572669919677533,0.0,0.0
2547,0,0.2379539447680183,13.0,3.0
2548,0,0.4658858244373871,0.0,0.0
2549,1,0.5034464267961792,0.0,0.0
2552,0,0.4392344060023239,0.0,0.0
